GeneID	GeneName	Symbol	Chr	Start	End	Strand	GeneBiotype
AT5G38970	AT5G38970	BR6OX1	Chr5	15594674	15598089	-	protein_coding
AT5G38975	AT5G38975		Chr5	15599620	15600044	+	transposable_element_gene
AT5G05875	AT5G05875		Chr5	15603871	15604218	+	long_noncoding_rna
AT5G38980	AT5G38980		Chr5	15606683	15607409	+	protein_coding
AT5G38990	AT5G38990		Chr5	15608685	15611664	+	protein_coding
AT5G39000	AT5G39000		Chr5	15611812	15614664	+	protein_coding
AT5G39010	AT5G39010		Chr5	15615916	15616457	+	protein_coding
AT5G39020	AT5G39020		Chr5	15616770	15619446	+	protein_coding
AT5G39024	AT5G39024		Chr5	15619691	15619786	+	protein_coding
AT5G39030	AT5G39030		Chr5	15619811	15622620	+	protein_coding
AT5G39040	AT5G39040	ABCB27	Chr5	15625460	15629835	+	protein_coding
AT5G00560	AT5G00560		Chr5	15631830	15632522	+	novel_transcribed_region
AT5G39050	AT5G39050	PMAT1	Chr5	15634444	15636480	+	protein_coding
AT5G39060	AT5G39060		Chr5	15636613	15638509	-	transposable_element_gene
AT5G39070	AT5G39070		Chr5	15640053	15640789	-	transposable_element_gene
AT5G39080	AT5G39080		Chr5	15641442	15643216	+	protein_coding
AT5G39090	AT5G39090		Chr5	15643493	15645172	+	protein_coding
AT5G39095	AT5G39095		Chr5	15646351	15650784	-	transposable_element_gene
AT5G39100	AT5G39100	GLP6	Chr5	15653125	15654028	-	protein_coding
AT5G39110	AT5G39110		Chr5	15657697	15658632	-	protein_coding
AT5G39120	AT5G39120		Chr5	15662582	15663527	-	protein_coding
AT5G39130	AT5G39130		Chr5	15665502	15666472	-	protein_coding
AT5G39140	AT5G39140		Chr5	15667173	15667761	-	protein_coding
AT5G39150	AT5G39150		Chr5	15669898	15670904	-	protein_coding
AT5G39155	AT5G39155		Chr5	15671637	15676129	-	transposable_element_gene
AT5G39160	AT5G39160		Chr5	15679005	15680141	-	protein_coding
AT5G39170	AT5G39170		Chr5	15680731	15681325	-	protein_coding
AT5G39180	AT5G39180		Chr5	15683464	15684471	-	protein_coding
AT5G39185	AT5G39185		Chr5	15685228	15689705	-	transposable_element_gene
AT5G39190	AT5G39190	GER2	Chr5	15692542	15693735	-	protein_coding
AT5G39200	AT5G39200		Chr5	15694238	15695042	-	protein_coding
AT5G39205	AT5G39205		Chr5	15700770	15700976	+	transposable_element_gene
AT5G39210	AT5G39210	CRR7	Chr5	15703078	15704272	+	protein_coding
AT5G39220	AT5G39220		Chr5	15705706	15708274	+	protein_coding
AT5G39230	AT5G39230		Chr5	15709474	15709925	+	protein_coding
AT5G00565	AT5G00565		Chr5	15709951	15710264	+	novel_transcribed_region
AT5G05885	AT5G05885		Chr5	15710444	15710740	+	long_noncoding_rna
AT5G05895	AT5G05895		Chr5	15710479	15711244	-	long_noncoding_rna
AT5G39240	AT5G39240		Chr5	15712549	15713158	-	protein_coding
AT5G39245	AT5G39245		Chr5	15718364	15722158	-	transposable_element_gene
AT5G39250	AT5G39250		Chr5	15724477	15727206	+	protein_coding
AT5G39260	AT5G39260	EXPA21	Chr5	15726243	15727458	-	protein_coding
AT5G39270	AT5G39270	EXPA22	Chr5	15729037	15730231	-	protein_coding
AT5G39280	AT5G39280	EXPA23	Chr5	15730653	15731790	-	protein_coding
AT5G39290	AT5G39290	EXP26	Chr5	15735794	15736979	-	protein_coding
AT5G39300	AT5G39300	EXPA25	Chr5	15737366	15738479	-	protein_coding
AT5G39310	AT5G39310	EXPA24	Chr5	15739032	15740605	-	protein_coding
AT5G39320	AT5G39320	UDG4	Chr5	15742543	15744946	+	protein_coding
AT5G39330	AT5G39330		Chr5	15746209	15748355	+	protein_coding
AT5G39340	AT5G39340	AHP3	Chr5	15748731	15750891	+	protein_coding
AT5G39350	AT5G39350		Chr5	15750875	15752962	+	protein_coding
AT5G39360	AT5G39360	EDL2	Chr5	15753006	15754690	-	protein_coding
AT5G39365	AT5G39365		Chr5	15756106	15756911	-	protein_coding
AT5G05905	AT5G05905		Chr5	15757451	15757709	+	long_noncoding_rna
AT5G39370	AT5G39370		Chr5	15757717	15758109	+	protein_coding
AT5G05915	MIR3933		Chr5	15758105	15758192	+	mirna
AT5G39380	AT5G39380		Chr5	15758717	15761747	-	protein_coding
AT5G39390	AT5G39390		Chr5	15763715	15765469	-	protein_coding
AT5G39400	AT5G39400	PTEN1	Chr5	15766037	15768354	+	protein_coding
AT5G39410	AT5G39410		Chr5	15767898	15770456	-	protein_coding
AT5G05925	AT5G05925		Chr5	15770687	15771129	+	long_noncoding_rna
AT5G39420	AT5G39420	cdc2cAt	Chr5	15771931	15775251	+	protein_coding
AT5G39430	AT5G39430		Chr5	15775302	15777599	-	protein_coding
AT5G39440	AT5G39440	SnRK1.3	Chr5	15781907	15784699	+	protein_coding
AT5G39450	AT5G39450		Chr5	15785717	15788150	+	protein_coding
AT5G39460	AT5G39460		Chr5	15788289	15790004	-	protein_coding
AT5G05935	AT5G05935		Chr5	15790573	15790987	+	long_noncoding_rna
AT5G05955	AT5G05955		Chr5	15790645	15790949	-	long_noncoding_rna
AT5G39470	AT5G39470		Chr5	15791952	15793062	-	protein_coding
AT5G39471	AT5G39471		Chr5	15793789	15795743	-	protein_coding
AT5G39473	AT5G39473		Chr5	15799139	15799785	-	pseudogene
AT5G39480	AT5G39480		Chr5	15801635	15803341	-	protein_coding
AT5G39490	AT5G39490		Chr5	15805808	15807508	-	protein_coding
AT5G39493	AT5G39493		Chr5	15809955	15810693	-	protein_coding
AT5G00570	AT5G00570		Chr5	15813421	15814262	-	novel_transcribed_region
AT5G39500	AT5G39500	GNL1	Chr5	15814559	15820151	+	protein_coding
AT5G39510	AT5G39510	SGR4	Chr5	15821293	15823840	+	protein_coding
AT5G05975	AT5G05975		Chr5	15822219	15822437	-	antisense_long_noncoding_rna
AT5G39520	AT5G39520		Chr5	15823735	15825566	-	protein_coding
AT5G39530	AT5G39530		Chr5	15826017	15828035	-	protein_coding
AT5G39535	AT5G39535		Chr5	15827026	15827097	-	pre_trna
AT5G39532	AT5G39532		Chr5	15830985	15831271	-	pseudogene
AT5G39533	AT5G39533		Chr5	15831990	15833439	-	transposable_element_gene
AT5G39540	AT5G39540		Chr5	15833743	15834420	-	protein_coding
AT5G39550	AT5G39550	VIM3	Chr5	15837178	15840678	-	protein_coding
AT5G39560	AT5G39560		Chr5	15841692	15843169	-	protein_coding
AT5G39570	AT5G39570		Chr5	15843881	15846467	+	protein_coding
AT5G39580	AT5G39580		Chr5	15847065	15849141	-	protein_coding
AT5G39590	AT5G39590		Chr5	15851389	15853990	+	protein_coding
AT5G39600	AT5G39600		Chr5	15853929	15855192	-	protein_coding
AT5G39610	AT5G39610	NAC6	Chr5	15858398	15859911	-	protein_coding
AT5G39620	AT5G39620	RABG1	Chr5	15864166	15865782	-	protein_coding
AT5G39630	AT5G39630		Chr5	15868262	15869714	+	protein_coding
AT5G39635	AT5G39635	MIR169C	Chr5	15870590	15871000	-	mirna
AT5G39640	AT5G39640		Chr5	15873039	15873269	-	protein_coding
AT5G39645	AT5G39645		Chr5	15873392	15873680	-	protein_coding
AT5G39650	AT5G39650	DAU2	Chr5	15875125	15876116	+	protein_coding
AT5G39660	AT5G39660	CDF2	Chr5	15878698	15881537	+	protein_coding
AT5G39670	AT5G39670		Chr5	15883179	15884067	+	protein_coding
AT5G05995	AT5G05995		Chr5	15883195	15884130	-	antisense_long_noncoding_rna
AT5G39680	AT5G39680	EMB2744	Chr5	15884001	15886449	-	protein_coding
AT5G39690	AT5G39690	NAC093	Chr5	15888171	15890187	+	protein_coding
AT5G06005	AT5G06005		Chr5	15890980	15891187	+	long_noncoding_rna
AT5G39693	AT5G39693	MIR869A	Chr5	15891579	15891873	-	mirna
AT5G39700	AT5G39700	MYB89	Chr5	15893761	15894424	-	protein_coding
AT5G39710	AT5G39710	EMB2745	Chr5	15895682	15898219	+	protein_coding
AT5G39715	AT5G39715		Chr5	15898233	15899136	-	protein_coding
AT5G39720	AT5G39720	AIG2L	Chr5	15899618	15900667	+	protein_coding
AT5G39730	AT5G39730		Chr5	15901569	15902958	+	protein_coding
AT5G39740	AT5G39740	RPL5B	Chr5	15903279	15905532	+	protein_coding
AT5G39750	AT5G39750	AGL81	Chr5	15906875	15907942	+	protein_coding
AT5G39760	AT5G39760	HB23	Chr5	15911350	15912860	+	protein_coding
AT5G39770	AT5G39770		Chr5	15919241	15927549	-	protein_coding
AT5G39775	AT5G39775		Chr5	15923803	15924404	+	protein_coding
AT5G39785	AT5G39785		Chr5	15928765	15932347	+	protein_coding
AT5G39790	AT5G39790		Chr5	15932505	15935270	-	protein_coding
AT5G39800	AT5G39800		Chr5	15935453	15937201	+	protein_coding
AT5G39810	AT5G39810	AGL98	Chr5	15937278	15938458	-	protein_coding
AT5G39820	AT5G39820	NAC094	Chr5	15939110	15940590	-	protein_coding
AT5G39830	AT5G39830	DEG8	Chr5	15942764	15945897	+	protein_coding
AT5G39840	AT5G39840		Chr5	15946566	15949422	+	protein_coding
AT5G39850	AT5G39850		Chr5	15949910	15951475	+	protein_coding
AT5G39860	AT5G39860	PRE1	Chr5	15957368	15958559	+	protein_coding
AT5G39861	AT5G39861		Chr5	15960354	15961397	-	pseudogene
AT5G39862	AT5G39862		Chr5	15961511	15964681	+	transposable_element_gene
AT5G39863	AT5G39863		Chr5	15964721	15965170	-	pseudogene
AT5G39865	AT5G39865		Chr5	15965301	15967186	-	protein_coding
AT5G39870	AT5G39870		Chr5	15968589	15970046	-	protein_coding
AT5G39880	AT5G39880		Chr5	15970887	15972344	+	protein_coding
AT5G39890	AT5G39890		Chr5	15974270	15976270	+	protein_coding
AT5G39895	AT5G39895		Chr5	15976287	15976359	+	pre_trna
AT5G39900	AT5G39900		Chr5	15976507	15979001	-	protein_coding
AT5G39910	AT5G39910		Chr5	15979412	15981671	-	protein_coding
AT5G39920	AT5G39920		Chr5	15982173	15983136	-	protein_coding
AT5G39930	AT5G39930	CLPS5	Chr5	15985025	15987339	-	protein_coding
AT5G39940	AT5G39940		Chr5	15987461	15990701	+	protein_coding
AT5G39950	AT5G39950	TRX2	Chr5	15990687	15991978	-	protein_coding
AT5G39955	AT5G39955		Chr5	15992434	15992928	-	transposable_element_gene
AT5G39960	AT5G39960		Chr5	15993953	15997058	+	protein_coding
AT5G39970	AT5G39970		Chr5	15997970	16000813	+	protein_coding
AT5G39980	AT5G39980		Chr5	16000712	16003072	-	protein_coding
AT5G39990	AT5G39990		Chr5	16004253	16006823	+	protein_coding
AT5G39995	AT5G39995		Chr5	16007835	16009651	+	pseudogene
AT5G40000	AT5G40000		Chr5	16010869	16012559	-	protein_coding
AT5G40010	AT5G40010	AATP1	Chr5	16020058	16021916	-	protein_coding
AT5G40020	AT5G40020		Chr5	16022579	16024316	-	protein_coding
AT5G40030	AT5G40030		Chr5	16026047	16028483	+	protein_coding
AT5G40040	AT5G40040		Chr5	16029703	16030335	-	protein_coding
AT5G40050	AT5G40050		Chr5	16032083	16033551	-	protein_coding
AT5G40060	AT5G40060		Chr5	16034441	16039096	+	protein_coding
AT5G40070	AT5G40070		Chr5	16039179	16039747	+	protein_coding
AT5G40080	AT5G40080		Chr5	16039927	16041714	-	protein_coding
AT5G40090	AT5G40090		Chr5	16041919	16043733	-	protein_coding
AT5G40100	AT5G40100		Chr5	16043727	16047572	+	protein_coding
AT5G40110	AT5G40110		Chr5	16049934	16050776	+	transposable_element_gene
AT5G40120	AT5G40120	AGL76	Chr5	16051879	16053036	+	protein_coding
AT5G40130	AT5G40130		Chr5	16053697	16054056	-	pseudogene
AT5G40140	AT5G40140		Chr5	16057079	16059303	+	protein_coding
AT5G40150	AT5G40150		Chr5	16059504	16061043	-	protein_coding
AT5G40153	AT5G40153		Chr5	16060342	16060629	+	protein_coding
AT5G40155	AT5G40155		Chr5	16061891	16062548	+	protein_coding
AT5G40160	AT5G40160	EMB506	Chr5	16062479	16064689	-	protein_coding
AT5G40170	AT5G40170	RLP54	Chr5	16064859	16067628	-	protein_coding
AT5G40180	AT5G40180		Chr5	16067868	16068751	+	protein_coding
AT5G40190	AT5G40190		Chr5	16069043	16070044	-	protein_coding
AT5G40200	AT5G40200	DEG9	Chr5	16070146	16073387	+	protein_coding
AT5G40210	AT5G40210	UMAMIT42	Chr5	16073534	16076221	-	protein_coding
AT5G40212	AT5G40212	UMAMIT39-psi	Chr5	16076674	16078037	-	pseudogene
AT5G40220	AT5G40220	AGL43	Chr5	16078390	16079364	-	protein_coding
AT5G40230	AT5G40230	UMAMIT37	Chr5	16079648	16081893	-	protein_coding
AT5G40240	AT5G40240	UMAMIT40	Chr5	16081988	16085213	-	protein_coding
AT5G40250	AT5G40250		Chr5	16085635	16087543	+	protein_coding
AT5G40260	AT5G40260	SWEET8	Chr5	16089678	16091797	+	protein_coding
AT5G40270	AT5G40270		Chr5	16093035	16097245	-	protein_coding
AT5G40275	AT5G40275		Chr5	16098190	16100051	-	other_rna
AT5G40280	AT5G40280	ERA1	Chr5	16101343	16104962	+	protein_coding
AT5G40290	AT5G40290		Chr5	16105259	16108501	-	protein_coding
AT5G40300	AT5G40300		Chr5	16110634	16113059	+	protein_coding
AT5G40310	AT5G40310		Chr5	16113079	16116171	-	protein_coding
AT5G40315	AT5G40315		Chr5	16119247	16119258	+	protein_coding
AT5G40316	AT5G40316		Chr5	16119296	16120018	-	other_rna
AT5G40320	AT5G40320		Chr5	16121708	16123556	+	protein_coding
AT5G40330	AT5G40330	MYB23	Chr5	16127725	16129661	+	protein_coding
AT5G40340	AT5G40340		Chr5	16130881	16135393	-	protein_coding
AT5G40348	AT5G40348		Chr5	16136594	16141245	+	antisense_long_noncoding_rna
AT5G40350	AT5G40350	MYB24	Chr5	16138544	16141134	-	protein_coding
AT5G06015	AT5G06015		Chr5	16141472	16141678	+	long_noncoding_rna
AT5G06025	AT5G06025		Chr5	16143399	16143688	+	long_noncoding_rna
AT5G40360	AT5G40360	MYB115	Chr5	16144792	16146671	+	protein_coding
AT5G40370	AT5G40370	GRXC2	Chr5	16147347	16149256	-	protein_coding
AT5G40380	AT5G40380	CRK42	Chr5	16151522	16155215	+	protein_coding
AT5G40382	AT5G40382		Chr5	16155086	16156221	-	protein_coding
AT5G40384	AT5G40384	MIR866A	Chr5	16157823	16157948	-	mirna
AT5G06035	AT5G06035		Chr5	16158958	16159355	+	long_noncoding_rna
AT5G40390	AT5G40390	SIP1	Chr5	16161449	16165453	+	protein_coding
AT5G40395	AT5G40395	U6acat	Chr5	16166180	16166387	-	small_nuclear_rna
AT5G40400	AT5G40400		Chr5	16166231	16168870	+	protein_coding
AT5G40405	AT5G40405		Chr5	16168949	16171317	+	protein_coding
AT5G40410	AT5G40410		Chr5	16171374	16173354	+	protein_coding
AT5G40420	AT5G40420	OLEO2	Chr5	16173340	16174783	-	protein_coding
AT5G40430	AT5G40430	MYB22	Chr5	16176427	16177731	-	protein_coding
AT5G06045	AT5G06045		Chr5	16179598	16179902	+	long_noncoding_rna
AT5G40440	AT5G40440	MKK3	Chr5	16181628	16184827	+	protein_coding
AT5G06055	AT5G06055	U6atac*$	Chr5	16183414	16183534	-	small_nuclear_rna
AT5G40450	AT5G40450		Chr5	16184650	16195888	-	protein_coding
AT5G06065	AT5G06065		Chr5	16201725	16202096	-	long_noncoding_rna
AT5G40460	AT5G40460		Chr5	16202142	16203358	+	protein_coding
AT5G06075	AT5G06075		Chr5	16206042	16206453	+	long_noncoding_rna
AT5G40470	AT5G40470		Chr5	16208009	16209927	-	protein_coding
AT5G40480	AT5G40480	EMB3012	Chr5	16213036	16224177	+	protein_coding
AT5G40490	AT5G40490		Chr5	16225326	16227757	+	protein_coding
AT5G40500	AT5G40500		Chr5	16227771	16228693	+	protein_coding
AT5G40510	AT5G40510		Chr5	16228960	16231142	+	protein_coding
AT5G40520	AT5G40520		Chr5	16231143	16234348	-	protein_coding
AT5G40530	AT5G40530		Chr5	16234461	16236311	+	protein_coding
AT5G40540	AT5G40540		Chr5	16236956	16239601	+	protein_coding
AT5G40545	AT5G40545		Chr5	16239638	16239709	-	pre_trna
AT5G40550	AT5G40550	SGF29b	Chr5	16241009	16243410	+	protein_coding
AT5G40560	AT5G40560	DEG13	Chr5	16243537	16246519	+	protein_coding
AT5G40570	AT5G40570		Chr5	16246760	16248390	+	protein_coding
AT5G40580	AT5G40580	PBB2	Chr5	16248286	16250925	-	protein_coding
AT5G40590	AT5G40590		Chr5	16251318	16252434	-	protein_coding
AT5G40600	AT5G40600		Chr5	16253469	16256829	-	protein_coding
AT5G40595	AT5G40595		Chr5	16253510	16254079	+	protein_coding
AT5G40605	AT5G40605		Chr5	16259229	16264465	+	transposable_element_gene
AT5G40610	AT5G40610	GPDHp	Chr5	16264829	16267406	-	protein_coding
AT5G40620	AT5G40620		Chr5	16269157	16269833	+	protein_coding
AT5G40630	AT5G40630		Chr5	16271047	16272513	-	protein_coding
AT5G40640	AT5G40640		Chr5	16277042	16280424	+	protein_coding
AT5G40645	AT5G40645		Chr5	16280283	16280993	-	protein_coding
AT5G40650	AT5G40650	SDH2-2	Chr5	16281394	16283527	+	protein_coding
AT5G40660	AT5G40660		Chr5	16283146	16285344	-	protein_coding
AT5G40670	AT5G40670		Chr5	16285711	16287947	+	protein_coding
AT5G40680	AT5G40680		Chr5	16288754	16290001	+	protein_coding
AT5G40690	AT5G40690		Chr5	16290386	16291713	+	protein_coding
AT5G40700	AT5G40700		Chr5	16291755	16293649	-	protein_coding
AT5G40710	AT5G40710		Chr5	16294967	16297058	+	protein_coding
AT5G40720	AT5G40720		Chr5	16297300	16300037	+	protein_coding
AT5G40730	AT5G40730	AGP24	Chr5	16301072	16301748	+	protein_coding
AT5G40740	AT5G40740	AUG6	Chr5	16301846	16306479	-	protein_coding
AT5G40750	AT5G40750		Chr5	16308356	16309819	+	protein_coding
AT5G40760	AT5G40760	G6PD6	Chr5	16310663	16314811	+	protein_coding
AT5G40770	AT5G40770	PHB3	Chr5	16314850	16317291	-	protein_coding
AT5G40780	AT5G40780	LHT1	Chr5	16323567	16327382	+	protein_coding
AT5G40790	AT5G40790		Chr5	16330041	16331276	-	protein_coding
AT5G40800	AT5G40800		Chr5	16334581	16336017	-	protein_coding
AT5G40810	AT5G40810		Chr5	16339863	16342927	+	protein_coding
AT5G40820	AT5G40820	ATR	Chr5	16342728	16353898	-	protein_coding
AT5G40830	AT5G40830		Chr5	16354362	16356341	-	protein_coding
AT5G40840	AT5G40840	SYN2	Chr5	16359331	16363878	-	protein_coding
AT5G40850	AT5G40850	UPM1	Chr5	16365900	16369316	+	protein_coding
AT5G40855	AT5G40855		Chr5	16369114	16369350	-	protein_coding
AT5G40860	AT5G40860		Chr5	16370368	16372294	+	protein_coding
AT5G40870	AT5G40870	UK/UPRT1	Chr5	16374799	16378652	+	protein_coding
AT5G40880	AT5G40880		Chr5	16378893	16381352	+	protein_coding
AT5G40890	AT5G40890	CLC-A	Chr5	16381314	16385424	-	protein_coding
AT5G06085	AT5G06085		Chr5	16388635	16388841	+	long_noncoding_rna
AT5G40900	AT5G40900		Chr5	16391836	16393427	+	protein_coding
AT5G06095	AT5G06095		Chr5	16394060	16394258	-	other_rna
AT5G40910	AT5G40910		Chr5	16394462	16400489	+	protein_coding
AT5G40920	AT5G40920		Chr5	16400654	16404325	+	pseudogene
AT5G40930	AT5G40930	TOM20-4	Chr5	16404457	16406079	+	protein_coding
AT5G40940	AT5G40940	FLA20	Chr5	16406631	16407930	-	protein_coding
AT5G40942	AT5G40942	RNR2B	Chr5	16408166	16409165	+	pseudogene
AT5G06105	MIR5659		Chr5	16409804	16409862	-	mirna
AT5G40945	AT5G40945		Chr5	16410585	16410665	+	pre_trna
AT5G40950	AT5G40950	RPL27	Chr5	16410782	16412114	+	protein_coding
AT5G40960	AT5G40960		Chr5	16412404	16413202	-	protein_coding
AT5G40970	AT5G40970		Chr5	16413671	16415897	+	protein_coding
AT5G40980	AT5G40980		Chr5	16414510	16415265	-	protein_coding
AT5G40981	AT5G40981		Chr5	16415791	16416044	-	protein_coding
AT5G40990	AT5G40990	GLIP1	Chr5	16418842	16420616	+	protein_coding
AT5G41000	AT5G41000	YSL4	Chr5	16420755	16423830	+	protein_coding
AT5G41010	AT5G41010	NRPB12	Chr5	16423919	16425324	+	protein_coding
AT5G06115	AT5G06115		Chr5	16424246	16424389	+	small_nucleolar_rna
AT5G41020	AT5G41020		Chr5	16425883	16427797	-	protein_coding
AT5G41025	AT5G41025		Chr5	16426679	16427510	+	protein_coding
AT5G41030	AT5G41030		Chr5	16428706	16429679	+	protein_coding
AT5G41040	AT5G41040	RWP1	Chr5	16431304	16433305	+	protein_coding
AT5G41050	AT5G41050		Chr5	16433243	16434458	-	protein_coding
AT5G00575	AT5G00575		Chr5	16434721	16435146	+	novel_transcribed_region
AT5G41060	AT5G41060		Chr5	16435153	16437805	+	protein_coding
AT5G41070	AT5G41070	DRB5	Chr5	16438265	16440055	+	protein_coding
AT5G41071	AT5G41071		Chr5	16440069	16440251	+	protein_coding
AT5G41080	AT5G41080	GDPD2	Chr5	16441655	16444023	+	protein_coding
AT5G41090	AT5G41090	NAC095	Chr5	16445655	16446673	+	protein_coding
AT5G41100	AT5G41100		Chr5	16447185	16450909	+	protein_coding
AT5G41110	AT5G41110		Chr5	16451470	16455364	+	protein_coding
AT5G41109	AT5G41109		Chr5	16452453	16452593	-	protein_coding
AT5G41120	AT5G41120		Chr5	16455094	16459253	-	protein_coding
AT5G41130	AT5G41130		Chr5	16459474	16463432	-	protein_coding
AT5G41140	AT5G41140		Chr5	16468327	16472810	+	protein_coding
AT5G41150	AT5G41150	UVH1	Chr5	16472764	16477417	-	protein_coding
AT5G41160	AT5G41160	PUP12	Chr5	16477119	16478436	+	protein_coding
AT5G41170	AT5G41170		Chr5	16478486	16480584	-	protein_coding
AT5G41180	AT5G41180		Chr5	16483760	16487427	+	protein_coding
AT5G41190	AT5G41190		Chr5	16487466	16490101	-	protein_coding
AT5G41200	AT5G41200	AGL75	Chr5	16490544	16491536	+	protein_coding
AT5G41210	AT5G41210	GSTT1	Chr5	16492275	16494059	-	protein_coding
AT5G41220	AT5G41220	GSTT3	Chr5	16494325	16497163	-	protein_coding
AT5G41240	AT5G41240	GSTT2	Chr5	16497959	16500865	-	protein_coding
AT5G41250	AT5G41250		Chr5	16501217	16502902	-	protein_coding
AT5G41260	AT5G41260	BSK8	Chr5	16503562	16507475	+	protein_coding
AT5G41265	AT5G41265		Chr5	16507533	16507604	-	pre_trna
AT5G41270	AT5G41270		Chr5	16507662	16509034	+	protein_coding
AT5G41280	AT5G41280		Chr5	16509507	16511078	+	protein_coding
AT5G41290	AT5G41290		Chr5	16512154	16513671	+	protein_coding
AT5G41300	AT5G41300		Chr5	16514929	16516331	+	protein_coding
AT5G41310	AT5G41310		Chr5	16516470	16522392	-	protein_coding
AT5G06145	AT5G06145		Chr5	16528588	16529125	-	long_noncoding_rna
AT5G41315	AT5G41315	GL3	Chr5	16529090	16533287	+	protein_coding
AT5G41320	AT5G41320		Chr5	16533931	16535989	+	protein_coding
AT5G06155	AT5G06155		Chr5	16534231	16535281	-	antisense_long_noncoding_rna
AT5G41330	AT5G41330		Chr5	16535339	16538016	-	protein_coding
AT5G41340	AT5G41340	UBC4	Chr5	16538063	16540189	-	protein_coding
AT5G41350	AT5G41350		Chr5	16541462	16543985	-	protein_coding
AT5G41360	AT5G41360	XPB2	Chr5	16544333	16549327	+	protein_coding
AT5G41370	AT5G41370	XPB1	Chr5	16551119	16556038	+	protein_coding
AT5G41380	AT5G41380		Chr5	16561278	16563732	-	protein_coding
AT5G41390	AT5G41390		Chr5	16565303	16567483	+	protein_coding
AT5G41400	AT5G41400		Chr5	16569375	16570275	-	protein_coding
AT5G41401	AT5G41401		Chr5	16572025	16572189	-	protein_coding
AT5G41410	AT5G41410	BEL1	Chr5	16579936	16584077	+	protein_coding
AT5G41420	AT5G41420		Chr5	16585119	16585363	-	protein_coding
AT5G41430	AT5G41430		Chr5	16586119	16586604	-	protein_coding
AT5G41440	AT5G41440		Chr5	16587235	16587609	-	protein_coding
AT5G41450	AT5G41450		Chr5	16588600	16589094	-	protein_coding
AT5G41460	AT5G41460		Chr5	16589390	16592381	-	protein_coding
AT5G41470	AT5G41470		Chr5	16593841	16595568	+	protein_coding
AT5G41480	AT5G41480	GLA1	Chr5	16595863	16598682	+	protein_coding
AT5G41471	AT5G41471	SNOR108	Chr5	16598796	16598905	+	small_nucleolar_rna
